State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
96	Illinois	yHQL346	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	riverbank/under mulberry	AS#11	a	YHQL_AS#11	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL346	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Ohio Valley
98	Illinois	yHRVM291	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	10	Flossmoor, IL	Goose Island CS	TRUE	yHRVM291	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
99	Illinois	yHKB67	Pichia manshurica	Pichia	Ascomycota	41.795027:-88.021231	41.795027	-88.021231	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	DG5	a	YHKB_DG5	30	Downers Grove, IL (home backyard)	Kelly Buh	TRUE	yHKB67	Pichia manshurica	Saccharomycotina	Pichia	Ohio Valley
100	Illinois	yHQL390	Lachancea thermotolerans	Lachancea	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump interior	AS#5	a	YHQL_AS#5	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL390	Lachancea thermotolerans	Saccharomycotina	Lachancea	Ohio Valley
101	Illinois	yHQL374	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	Prunus	Prunus sp.	Plum	NA	under wild plum	AS#16	b	YHQL_AS#16	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL374	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
102	Illinois	yHQL366	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	riverbank/under mulberry	AS#11	c	YHQL_AS#11	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL366	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
103	Illinois	yHKB88	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	41.795027:-88.021231	41.795027	-88.021231	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	NA	NA	NA	NA	NA	DG2	b	YHKB_DG2	30	Downers Grove, IL (home backyard)	Kelly Buh	TRUE	yHKB88	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Ohio Valley
105	Illinois	yHRVM169	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	42.135106, -87.758928	42.135106	-87.758928	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	31D4-CS	b	YHRVM_31D4-CS	22	Glencoe, IL	Goose Island CS	TRUE	yHRVM169	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
106	Illinois	yHQL361	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	submerged	AS#9	b	YHQL_AS#9	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL361	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Ohio Valley
107	Illinois	yHQL379	Pichia kudriavzevii	Pichia	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Ash	NA	NA	NA	NA	NA	NA	NA	NA	burn barrell	AS#21	a	YHQL_AS#21	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL379	Pichia kudriavzevii	Saccharomycotina	Pichia	Ohio Valley
108	Illinois	yHRVM220	Curvibasidium cygneicollum	Curvibasidium	Basidiomycota	42.135106, -87.758928	42.135106	-87.758928	Plant	Plant Matter	Bulb	NA	NA	NA	NA	Tulipa	Tulipa sp.	Tulip	NA	NA	32D4-CS	g	YHRVM_32D4-CS	10	Glencoe, IL	Goose Island CS	TRUE	yHRVM220	Curvibasidium cygneicollum	Basidiomycota	Curvibasidium	Ohio Valley
109	Illinois	yHRVM199	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	42.135106, -87.758928	42.135106	-87.758928	Plant	Plant Matter	Bulb	NA	NA	NA	NA	Tulipa	Tulipa sp.	Tulip	NA	NA	32D4-CS	a	YHRVM_32D4-CS	10	Glencoe, IL	Goose Island CS	TRUE	yHRVM199	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Ohio Valley
110	Illinois	yHQL506	Candida ergatensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	stump	AS#6	b	YHQL_AS#6	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL506	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Ohio Valley
111	Illinois	yHRVM215	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	42.135106, -87.758928	42.135106	-87.758928	Plant	Plant Matter	Bulb	NA	NA	NA	NA	Tulipa	Tulipa sp.	Tulip	NA	NA	32D4-CS	b	YHRVM_32D4-CS	10	Glencoe, IL	Goose Island CS	TRUE	yHRVM215	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Ohio Valley
112	Illinois	yHQL362	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	small wetland	AS#10	a	YHQL_AS#10	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL362	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
113	Illinois	yHRVM162	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	b	YHRVM_25D4-CS	30	Flossmoor, IL	Goose Island CS	TRUE	yHRVM162	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
114	Illinois	yHQL489	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	Prunus	Prunus sp.	Plum	NA	under wild plum	AS#16	b	YHQL_AS#16	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL489	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
115	Illinois	yHRVM177	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	c	YHRVM_28D4-CS	30	Jackson Park, IL	Goose Island CS	TRUE	yHRVM177	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
116	Illinois	yHQL340	Candida railenensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	under mulberry	AS#3	a	YHQL_AS#3	22	Chadwick, Illinois	Angela Sheddan	TRUE	yHQL340	Candida railenensis	Saccharomycotina	Candida	Ohio Valley
118	Illinois	yHQL512	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	Prunus	Prunus sp.	Plum	NA	under wild plum	AS#16	a	YHQL_AS#16	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL512	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
119	Illinois	yHQL367	Meyerozyma caribbica	Meyerozyma	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	AS#12	a	YHQL_AS#12	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL367	Meyerozyma caribbica	Saccharomycotina	Meyerozyma	Ohio Valley
120	Illinois	yHKB90	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	41.795027:-88.021231	41.795027	-88.021231	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	DG5	b	YHKB_DG5	22	Downers Grove, IL (home backyard)	Kelly Buh	TRUE	yHKB90	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
121	Illinois	yHQL479	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#2	a	YHQL_AS#2	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL479	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Ohio Valley
122	Illinois	yHRVM218	Rhodotorula colostri	Rhodotorula	Basidiomycota	42.135106, -87.758928	42.135106	-87.758928	Plant	Plant Matter	Bulb	NA	NA	NA	NA	Tulipa	Tulipa sp.	Tulip	NA	NA	32D4-CS	e	YHRVM_32D4-CS	10	Glencoe, IL	Goose Island CS	TRUE	yHRVM218	Rhodosporidiobolus colostri	Basidiomycota	Rhodosporidiobolus	Ohio Valley
123	Illinois	yHRVM176	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	42.043441, -88.004581	42.043441	-88.004581	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	23D4-CS	a	YHRVM_23D4-CS	22	Busse Woods, Arlington Heights, IL	Goose Island CS	TRUE	yHRVM176	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Ohio Valley
124	Illinois	yHQL484	Cyberlindnera sp.	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	wetland	AS#7	b	YHQL_AS#7	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL484	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
125	Illinois	yHQL342	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	under mulberry	AS#3	c	YHQL_AS#3	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL342	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
126	Illinois	yHKB124	Pichia manshurica	Pichia	Ascomycota	41.795027:88.021231	41.795027	-88.021231	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	NA	NA	NA	NA	NA	DG1	b	YHKB_DG1	22	Downers Grove, IL (home backyard)	Kelly Buh	TRUE	yHKB124	Pichia manshurica	Saccharomycotina	Pichia	Ohio Valley
127	Illinois	yHRVM284	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	b	YHRVM_25D4-CS	10	Flossmoor, IL	Goose Island CS	TRUE	yHRVM284	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Ohio Valley
128	Illinois	yHKB139	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	41.795027:-88.021231	41.795027	-88.021231	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	NA	NA	NA	NA	NA	DG2	a	YHKB_DG2	22	Downers Grove, IL (home backyard)	Kelly Buh	TRUE	yHKB139	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Ohio Valley
129	Illinois	yHKB80	Kluyveromyces marxianus	Kluyveromyces	Ascomycota	41.795027:-88.021231	41.795027	-88.021231	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	DG5	b	YHKB_DG5	30	Downers Grove, IL (home backyard)	Kelly Buh	TRUE	yHKB80	Kluyveromyces marxianus	Saccharomycotina	Kluyveromyces	Ohio Valley
130	Illinois	yHQL339	Candida railenensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#2	a	YHQL_AS#2	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL339	Candida railenensis	Saccharomycotina	Candida	Ohio Valley
131	Illinois	yHQL511	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	duck pond	AS#15	a	YHQL_AS#15	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL511	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
132	Illinois	yHQL343	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Miscellaneous	Wood	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#4	a	YHQL_AS#4	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL343	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Ohio Valley
133	Illinois	yHRVM180	Lachancea kluyveri	Lachancea	Ascomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Salix	Salix sp.	Weeping Willow	NA	NA	21D4-CS	b	YHRVM_21D4-CS	22	Elgin, IL	Goose Island CS	TRUE	yHRVM180	Lachancea kluyveri	Saccharomycotina	Lachancea	Ohio Valley
134	Illinois	yHQL487	Candida pseudolambica	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	small wetland	AS#10	c	YHQL_AS#10	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL487	Candida pseudolambica	Saccharomycotina	Candida	Ohio Valley
135	Illinois	yHRVM214	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	a	YHRVM_28D4-CS	10	Jackson Park, IL	Goose Island CS	TRUE	yHRVM214	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
136	Illinois	yHQL380	Pichia kudriavzevii	Pichia	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Ash	NA	NA	NA	NA	NA	NA	NA	NA	burn barrell	AS#21	b	YHQL_AS#21	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL380	Pichia kudriavzevii	Saccharomycotina	Pichia	Ohio Valley
137	Illinois	yHRVM198	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Salix	Salix sp.	Weeping Willow	NA	NA	21D4-CS	a	YHRVM_21D4-CS	10	Elgin, IL	Goose Island CS	TRUE	yHRVM198	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Ohio Valley
139	Illinois	yHQL481	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	under mulberry	AS#3	a	YHQL_AS#3	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL481	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
140	Illinois	yHRVM163	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	29D4-CS	a	YHRVM_29D4-CS	30	Lisle, IL ; Morten Arboretum	Goose Island CS	TRUE	yHRVM163	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Ohio Valley
141	Illinois	yHQL354	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	under mulberry	AS#3	a	YHQL_AS#3	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL354	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
142	Illinois	yHRVM143	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	a	YHRVM_28D4-CS	30	Jackson Park, IL	Goose Island CS	TRUE	yHRVM143	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
143	Illinois	yHRVM292	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	c	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Goose Island CS	TRUE	yHRVM292	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Ohio Valley
144	Illinois	yHQL363	Candida pseudolambica	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	small wetland	AS#10	b	YHQL_AS#10	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL363	Candida pseudolambica	Saccharomycotina	Candida	Ohio Valley
145	Illinois	yHRVM189	Kluyveromyces lactis	Kluyveromyces	Ascomycota	42.034808, -88.292849	42.034808	-88.292849	Tree	Plant Matter	Bark	NA	NA	NA	NA	Salix	Salix sp.	Weeping Willow	NA	NA	21D4-CS	b	YHRVM_21D4-CS	30	Elgin, IL	Goose Island CS	TRUE	yHRVM189	Kluyveromyces lactis	Saccharomycotina	Kluyveromyces	Ohio Valley
146	Illinois	yHRVM181	Kazachstania martiniae	Kazachstania	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	29D4-CS	a	YHRVM_29D4-CS	22	Lisle, IL ; Morten Arboretum	Goose Island CS	TRUE	yHRVM181	Kazachstania martiniae	Saccharomycotina	Kazachstania	Ohio Valley
148	Illinois	yHQL485	Cyberlindnera sp.	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	wetland	AS#8	a	YHQL_AS#8	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL485	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
149	Illinois	yHRVM286	Mrakia blollopsis	Mrakia	Basidiomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	b	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Goose Island CS	TRUE	yHRVM286	Mrakia blollopis	Basidiomycota	Mrakia	Ohio Valley
150	Illinois	yHQL353	Lachancea thermotolerans	Lachancea	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#2	b	YHQL_AS#2	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL353	Lachancea thermotolerans	Saccharomycotina	Lachancea	Ohio Valley
151	Illinois	yHQL505	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Miscellaneous	Wood	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#4	a	YHQL_AS#4	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL505	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Ohio Valley
152	Illinois	yHQL358	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	AS#6	b	YHQL_AS#6	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL358	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
154	Illinois	yHRVM158	Torulaspora delbrueckii	Torulaspora	Ascomycota	41.542595, -87.682994	41.542595	-87.682994	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	25D4-CS	a	YHRVM_25D4-CS	22	Flossmoor, IL	Goose Island CS	TRUE	yHRVM158	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
155	Illinois	yHQL371	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	duck pond	AS#15	a	YHQL_AS#15	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL371	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Ohio Valley
156	Illinois	yHQL364	Lachancea kluyveri	Lachancea	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Soil	Soil	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	riverbank/under mulberry	AS#11	a	YHQL_AS#11	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL364	Lachancea kluyveri	Saccharomycotina	Lachancea	Ohio Valley
157	Illinois	yHQL510	Mrakia gelida	Mrakia	Basidiomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Bark	NA	NA	NA	NA	Platanus	Platanus sp.	Sycamore	NA	sycamore	AS#13	a	YHQL_AS#13	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL510	Mrakia gelida	Basidiomycota	Mrakia	Ohio Valley
158	Illinois	yHQL338	Candida railenensis	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus sp.	Mulberry	NA	mulberry	AS#2	b	YHQL_AS#2	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL338	Candida railenensis	Saccharomycotina	Candida	Ohio Valley
160	Illinois	yHRVM168	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	41.783079, -87.580511	41.783079	-87.580511	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	28D4-CS	a	YHRVM_28D4-CS	22	Jackson Park, IL	Goose Island CS	TRUE	yHRVM168	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Ohio Valley
161	Illinois	yHRVM285	Mrakia blollopsis	Mrakia	Basidiomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	a	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Goose Island CS	TRUE	yHRVM285	Mrakia blollopis	Basidiomycota	Mrakia	Ohio Valley
162	Illinois	yHQL349	Pichia kudriavzevii	Pichia	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Ash	NA	NA	NA	NA	NA	NA	Ash	NA	burn barrell	AS#21	a	YHQL_AS#21	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL349	Pichia kudriavzevii	Saccharomycotina	Pichia	Ohio Valley
163	Illinois	yHQL488	Pichia fermentans	Pichia	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	AS#12	a	YHQL_AS#12	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL488	Pichia fermentans	Saccharomycotina	Pichia	Ohio Valley
164	Illinois	yHRVM293	Mrakia blollopsis	Mrakia	Basidiomycota	42.135106, -87.758928	42.135106	-87.758928	Plant	Soil	Soil	NA	NA	NA	NA	Rudbeckia	Rudbeckia hirta	Black-eyed-Susan	NA	NA	33D4-CS	b	YHRVM_33D4-CS	10	Glencoe, IL	Goose Island CS	TRUE	yHRVM293	Mrakia blollopis	Basidiomycota	Mrakia	Ohio Valley
165	Illinois	yHQL344	Cyberlindnera sp.	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	wetland	AS#8	a	YHQL_AS#8	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL344	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
166	Illinois	yHQL345	Cyberlindnera sp.	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	small wetland	AS#10	a	YHQL_AS#10	22	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL345	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
167	Illinois	yHQL373	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	Prunus	Prunus sp.	Plum	NA	under wild plum	AS#16	a	YHQL_AS#16	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL373	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Ohio Valley
168	Illinois	yHQL359	Cyberlindnera sp.	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	wetland	AS#8	a	YHQL_AS#8	30	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL359	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera	Ohio Valley
169	Illinois	yHQL477	Mrakia gelida	Mrakia	Basidiomycota	41.5332N,-89.5136	41.5332	-89.5136	Tree	Moss	Moss	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	Moss	mulberry tree	AS#1	e	YHQL_AS#1	10	Chadwick, Illinois-Sheddan property	Angela Sheddan	TRUE	yHQL477	Mrakia gelida	Basidiomycota	Mrakia	Ohio Valley
